rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
133,BETER Bï¿½ï¿½,32700000,19180039918.0,,BETER Bï¿½ï¿½,2738,Turkey,TR,Games,137.0,1.0,11.0,1463000000.0,365900.0,5900000.0,4400000.0,70200000.0,2100000.0,2012.0,Dec,12.0,23.9,83429615.0,13.49,63097818.0,38.963745,35.243322
147,Dream,31700000,2930015381.0,Gaming,Dream,116,United States,US,Games,2986.0,41.0,12.0,27022000.0,6800.0,108100.0,81100.0,1300000.0,200000.0,2014.0,Feb,8.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
154,TheDonato,31200000,6187804950.0,Entertainment,TheDonato,3027,Argentina,AR,Games,997.0,3.0,12.0,190679000.0,47700.0,762700.0,572000.0,9200000.0,1900000.0,2015.0,Feb,17.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
170,jacksepticeye,30100000,16246625836.0,Gaming,jacksepticeye,5114,,,Games,183.0,2.0,14.0,40425000.0,10100.0,161700.0,121300.0,1900000.0,100000.0,2007.0,Feb,24.0,,,,,,
177,Enaldinho,29200000,11627437847.0,Comedy,Enaldinho,3654,Brazil,BR,Games,338.0,10.0,15.0,303100000.0,75800.0,1200000.0,909300.0,14500000.0,1000000.0,2012.0,Nov,7.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
198,DanTDM,27400000,19417887510.0,Gaming,DanTDM,3664,United Kingdom,GB,Games,132.0,7.0,16.0,78668000.0,19700.0,314700.0,236000.0,3800000.0,500000.0,2012.0,Jul,14.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
223,VanossGaming,25800000,15541421838.0,Gaming,VanossGaming,1762,Canada,CA,Games,206.0,5.0,17.0,54947000.0,13700.0,219800.0,164800.0,2600000.0,,2011.0,Sep,15.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
232,LankyBox,25400000,34300482066.0,Comedy,LankyBox,8775,United States,US,Games,29.0,69.0,18.0,815341000.0,203800.0,3300000.0,2400000.0,39100000.0,600000.0,2016.0,Jul,30.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
273,Ninja,23700000,2543809954.0,Gaming,Ninja,1732,United States,US,Games,3590.0,81.0,19.0,8368000.0,2100.0,33500.0,25100.0,401700.0,,2011.0,Nov,11.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
274,FaZe Rug,23700000,7451792132.0,Gaming,FaZeRug,0,Canada,CA,Games,4057944.0,3885.0,7268.0,,0.0,0.0,0.0,0.0,1.0,2012.0,Nov,30.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
282,Jelly,23500000,14777034543.0,Gaming,Jelly,6066,United Kingdom,GB,Games,229.0,13.0,20.0,41669000.0,10400.0,166700.0,125000.0,2000000.0,,2014.0,May,27.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
300,Alan Becker,22900000,5380073627.0,Film & Animation,Alan Becker,0,United States,US,Games,4057944.0,7700.0,7453.0,,0.0,0.0,0.0,0.0,1.0,2006.0,Mar,21.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
314,SSundee,22500000,13835173331.0,Gaming,SSundee,3315,United States,US,Games,261.0,90.0,21.0,175094000.0,43800.0,700400.0,525300.0,8400000.0,200000.0,2009.0,Nov,28.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
317,FGTeeV,22300000,24059336857.0,Gaming,FGTeeV,1724,United States,US,Games,77.0,91.0,22.0,132110000.0,33000.0,528400.0,396300.0,6300000.0,100000.0,2013.0,May,24.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
361,Minecraft - Topic,20900000,0.0,,Minecraft - Topic,0,,,Games,4057944.0,,24.0,,0.0,0.0,0.0,0.0,300000.0,2013.0,Dec,20.0,,,,,,
374,LazarBeam,20500000,8768697257.0,Gaming,LazarBeam,1323,Australia,AU,Games,565.0,3.0,25.0,26082000.0,6500.0,104300.0,78200.0,1300000.0,,2015.0,Jan,4.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136
378,Linkin Park,20400000,13397000296.0,Music,linkinpark,0,Afghanistan,AF,Games,4057944.0,1385.0,7136.0,,0.0,0.0,0.0,0.0,12.0,2006.0,Nov,28.0,9.7,38041754.0,11.12,9797273.0,33.93911,67.709953
387,Family GamesTV,20200000,7066711323.0,Entertainment,FamilyGamesTV,0,,,Games,4057944.0,,7492.0,,0.0,0.0,0.0,0.0,,2012.0,Dec,29.0,,,,,,
391,MiawAug,20200000,6098644584.0,Gaming,MiawAug,3713,Indonesia,ID,Games,1023.0,11.0,27.0,64489000.0,16100.0,258000.0,193500.0,3100000.0,200000.0,2014.0,Mar,15.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
392,CookieSwirlC,20100000,23353115850.0,Entertainment,CookieSwirlC,3774,United States,US,Games,86.0,108.0,28.0,221702000.0,55400.0,886800.0,665100.0,10600000.0,200000.0,2013.0,Nov,3.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
394,AuthenticGames,20100000,8920141342.0,Gaming,AuthenticGames,4974,Brazil,BR,Games,549.0,20.0,28.0,5420000.0,1400.0,21700.0,16300.0,260200.0,,2011.0,Oct,7.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
395,Robin Hood Gamer,20100000,10366850490.0,Entertainment,Homem Aranha player,0,,,Games,4057944.0,,7471.0,,0.0,0.0,0.0,0.0,,2013.0,Mar,16.0,,,,,,
412,Official Pink Panther,19700000,10955619815.0,Film & Animation,OfficialPinkPanther,1,United States,US,Games,4052414.0,7741.0,7494.0,,0.0,0.0,0.0,0.0,,2011.0,Oct,6.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
415,AS Gaming,19600000,2851024430.0,Gaming,ASGaming,17,United States,US,Games,3857915.0,7711.0,7464.0,23.0,0.01,0.09,0.07,1.0,,2009.0,Mar,5.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
419,Clash of Clans,19600000,3961318438.0,Gaming,Clash of Clans,674,United States,US,Games,1934.0,113.0,30.0,22292000.0,5600.0,89200.0,66900.0,1100000.0,,2013.0,Jan,31.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
455,ýýýýýýýý ýýýýýýýýýý ýýýýýýýýýý | Arab Games Network,18600000,8761255550.0,Gaming,ýýýýýýýý ýýýýýýýýýý ýýýýýýýýýý | Arab Games ýýý,6289,Saudi Arabia,SA,Games,566.0,3.0,31.0,43007000.0,10800.0,172000.0,129000.0,2100000.0,500000.0,2013.0,Nov,29.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162
457,Marmok,18500000,3457618361.0,Gaming,Marmok,374,Russia,RU,Games,2356.0,5.0,32.0,38282000.0,9600.0,153100.0,114800.0,1800000.0,100000.0,2008.0,Apr,27.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
462,TheWillyrex,18400000,7038827526.0,Comedy,TheWillyrex,6943,Spain,ES,Games,825.0,7.0,33.0,11004000.0,2800.0,44000.0,33000.0,528200.0,,2011.0,Jan,26.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
468,IShowSpeed,18300000,1556003039.0,Gaming,IShowSpeed,1324,United States,US,Games,6734.0,120.0,33.0,140261000.0,35100.0,561000.0,420800.0,6700000.0,800000.0,2016.0,Mar,21.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
483,TheGrefg,18000000,6404852037.0,Gaming,TheGrefg,3566,Spain,ES,Games,950.0,8.0,34.0,43830000.0,11000.0,175300.0,131500.0,2100000.0,,2012.0,Jan,30.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
487,RobleisIUTU,17900000,5168721499.0,Entertainment,RobleisIUTU,1344,Argentina,AR,Games,1294.0,9.0,35.0,27545000.0,6900.0,110200.0,82600.0,1300000.0,100000.0,2013.0,Apr,15.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
506,zbing z.,17600000,9269174070.0,Gaming,zbing z.,3151,Thailand,TH,Games,511.0,7.0,36.0,55127000.0,13800.0,220500.0,165400.0,2600000.0,,2014.0,Mar,12.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
510,DeGoBooM,17600000,6306204566.0,Gaming,DeGoBooM,4702,Chile,CL,Games,973.0,3.0,36.0,100215000.0,25100.0,400900.0,300600.0,4800000.0,500000.0,2014.0,Feb,1.0,88.5,18952038.0,7.09,16610135.0,-35.675147,-71.542969
515,IGN,17500000,16107116549.0,Gaming,IGN,156215,United States,US,Games,189.0,129.0,37.0,98342000.0,24600.0,393400.0,295000.0,4700000.0,,2006.0,Sep,19.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
516,Aphmau,17400000,17763586483.0,Gaming,Aphmau,4411,United States,US,Games,152.0,129.0,37.0,439870000.0,110000.0,1800000.0,1300000.0,21100000.0,400000.0,2012.0,Aug,13.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
524,PopularMMOs,17200000,14573155899.0,Gaming,PopularMMOs,4685,,,Games,240.0,,38.0,15296000.0,3800.0,61200.0,45900.0,734200.0,100000.0,2012.0,Apr,17.0,,,,,,
529,Willyrex,17200000,5024088947.0,Gaming,Willyrex,7550,Spain,ES,Games,1359.0,9.0,38.0,15405000.0,3900.0,61600.0,46200.0,739500.0,,2009.0,Aug,9.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
550,CoryxKenshin,16700000,7102965621.0,Gaming,CoryxKenshin,1693,United States,US,Games,814.0,135.0,39.0,105114000.0,26300.0,420500.0,315300.0,5000000.0,200000.0,2009.0,Apr,27.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
555,Werever2morro,16600000,2798273962.0,Entertainment,werever2morro,0,Mexico,MX,Games,4057944.0,4248.0,7462.0,,0.0,0.0,0.0,0.0,,2010.0,Dec,7.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
580,Technoblade,16300000,1656452554.0,Gaming,Technoblade,989,United States,US,Games,6274.0,138.0,40.0,17944000.0,4500.0,71800.0,53800.0,861300.0,200000.0,2013.0,Oct,28.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
592,Dyland PROS,16100000,1517638132.0,Entertainment,Dyland PROS,2805,Indonesia,ID,Games,6986.0,21.0,41.0,9619000.0,2400.0,38500.0,28900.0,461700.0,,2015.0,Jan,28.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
601,La Rosa de Guadalupe,16100000,9642146451.0,Entertainment,larosadeguadalupe,0,Mexico,MX,Games,4057944.0,4258.0,7472.0,,0.0,0.0,0.0,0.0,,2008.0,Sep,3.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
604,Antrax,16000000,3029872908.0,Gaming,Antrax,687,Mexico,MX,Games,2844.0,23.0,42.0,4698000.0,1200.0,18800.0,14100.0,225500.0,,2015.0,May,25.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
605,Enes Batur,16000000,9786595271.0,Gaming,enesbatur,0,,,Games,4057944.0,,7360.0,,0.0,0.0,0.0,0.0,11.0,2007.0,Mar,4.0,,,,,,
607,ýýýýýýýýýý,15900000,1845329502.0,People & Blogs,Kung Fu Padla,0,Russia,RU,Games,4057944.0,3309.0,5665.0,,0.0,0.0,0.0,0.0,10.0,2017.0,May,27.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
610,Lyna,15900000,6534326412.0,Gaming,Lyna,4906,Argentina,AR,Games,919.0,12.0,43.0,64085000.0,16000.0,256300.0,192300.0,3100000.0,200000.0,2014.0,Sep,8.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
625,Kuplinov ï¿½ï¿½ï¿,15600000,6862529416.0,Gaming,Kuplinov ï¿½ï¿½ï¿,6623,,,Games,863.0,,44.0,98660000.0,24700.0,394600.0,296000.0,4700000.0,200000.0,2012.0,Dec,23.0,,,,,,
641,Mobile Legends: Bang Bang,15400000,1543608082.0,Gaming,Mobile Legends: Bang Bang,1647,United States,US,Games,6793.0,147.0,45.0,55369000.0,13800.0,221500.0,166100.0,2700000.0,100000.0,2016.0,Jul,14.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
649,LOKESH GAMER,15300000,1640078055.0,Gaming,LOKESH GAMER,1397,India,IN,Games,6356.0,101.0,46.0,5920000.0,1500.0,23700.0,17800.0,284200.0,,2017.0,Nov,16.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
671,EdisonPts,15100000,6668507856.0,Gaming,EdisonPts,3733,Russia,RU,Games,894.0,10.0,47.0,95603000.0,23900.0,382400.0,286800.0,4600000.0,100000.0,2013.0,Jun,24.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
677,MoreAliA,15000000,4352427049.0,Gaming,MoreAliA,2324,United Kingdom,GB,Games,1663.0,25.0,47.0,250995000.0,62700.0,1000000.0,753000.0,12000000.0,600000.0,2013.0,May,6.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
680,League of Legends,15000000,7159750970.0,Gaming,League of Legends,1362,United States,US,Games,805.0,151.0,48.0,43133000.0,10800.0,172500.0,129400.0,2100000.0,,2009.0,Feb,9.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
681,TheRichest,15000000,2730879024.0,Education,Therichest,0,United States,US,Games,4057944.0,7692.0,7445.0,,0.0,0.0,0.0,0.0,,2006.0,May,25.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
683,PlayStation,15000000,4741434420.0,Gaming,PlayStation,20292,United States,US,Games,1469.0,151.0,48.0,41789000.0,10400.0,167200.0,125400.0,2000000.0,100000.0,2005.0,Dec,16.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
698,iTownGamePlay *Terror&Diversiï¿½ï,14900000,4977284539.0,Entertainment,iTownGamePlay *Terror&Diversiï¿½ï,8420,Spain,ES,Games,1377.0,13.0,49.0,13857000.0,3500.0,55400.0,41600.0,665200.0,100000.0,2012.0,Feb,15.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
702,TazerCraft,14900000,5956193599.0,Gaming,TazerCraft,4175,Brazil,BR,Games,1066.0,37.0,49.0,39775000.0,9900.0,159100.0,119300.0,1900000.0,100000.0,2011.0,Jul,13.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
707,Lachlan,14800000,5269059435.0,Gaming,Lachlan,3834,Australia,AU,Games,1253.0,7.0,50.0,21072000.0,5300.0,84300.0,63200.0,1000000.0,,2013.0,Mar,19.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136
712,Beast Philanthropy,14800000,272678287.0,People & Blogs,Beast Philanthropy,34,Germany,DE,Games,3968552.0,2600.0,4443.0,37883.0,9.0,152.0,114.0,1800.0,3580.0,2015.0,Jan,31.0,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526
727,Auron,14600000,3337074920.0,People & Blogs,Auron,961,Spain,ES,Games,2455.0,14.0,51.0,60568000.0,15100.0,242300.0,181700.0,2900000.0,,2013.0,Dec,12.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
754,Gyan Gamingï¿½,14400000,2224121890.0,Gaming,Gyan Gamingï¿½,3086,India,IN,Games,4292.0,107.0,52.0,13891000.0,3500.0,55600.0,41700.0,666800.0,100000.0,2017.0,Sep,1.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
763,Harry Styles,14400000,5689224452.0,People & Blogs,harrystyles,0,United States,US,Games,4037956.0,7574.0,7340.0,,0.0,0.0,0.0,0.0,,,,,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
775,TommyInnit,14200000,2084791147.0,Gaming,TommyInnit,342,United Kingdom,GB,Games,4696.0,27.0,55.0,54291000.0,13600.0,217200.0,162900.0,2600000.0,200000.0,2015.0,Dec,24.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
776,E-MasterSensei,14200000,3920559552.0,Gaming,E-MasterSensei,1300,Mexico,MX,Games,1971.0,28.0,54.0,44575000.0,11100.0,178300.0,133700.0,2100000.0,200000.0,2016.0,Jan,13.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
778,Crazy Frog,14200000,7946322061.0,Music,CrazyFrog,0,,,Games,4057944.0,,7453.0,,0.0,0.0,0.0,0.0,,2005.0,Oct,2.0,,,,,,
796,ýýýýýýýýýýýý,14000000,7719743112.0,Gaming,ýýýýýýýýýýýý,2210,Russia,RU,Games,703.0,12.0,56.0,150570000.0,37600.0,602300.0,451700.0,7200000.0,200000.0,2013.0,Oct,26.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
803,Jazzghost,13900000,5673347763.0,Gaming,Jazzghost,5494,Brazil,BR,Games,1140.0,46.0,57.0,106718000.0,26700.0,426900.0,320200.0,5100000.0,100000.0,2012.0,Aug,30.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
817,ýýýýýýýý/Atro,13800000,2480957682.0,Gaming,ýýýýýýýý/Atro,1952,Netherlands,NL,Games,3690.0,4.0,58.0,55122000.0,13800.0,220500.0,165400.0,2600000.0,200000.0,2017.0,Jul,2.0,85.0,17332850.0,3.2,15924729.0,52.132633,5.291266
832,Acenix,13600000,2122062016.0,Gaming,Acenix,368,Spain,ES,Games,4572.0,16.0,60.0,47436000.0,11900.0,189700.0,142300.0,2300000.0,200000.0,2014.0,Jan,2.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
839,BUDI01 GAMING,13500000,1181292450.0,Gaming,BUDI01 GAMING,319,Indonesia,ID,Games,9540.0,29.0,61.0,13436000.0,3400.0,53700.0,40300.0,644900.0,,2019.0,Jul,19.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
840,Typical Gamer,13500000,4301581610.0,Gaming,Typical Gamer,4312,Canada,CA,Games,1716.0,11.0,61.0,32557000.0,8100.0,130200.0,97700.0,1600000.0,,2008.0,Aug,24.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
845,Sanjoy Das Official,13500000,3912334359.0,Entertainment,Sanjoy Das Official,1793,India,IN,Games,1954.0,114.0,60.0,179232000.0,44800.0,716900.0,537700.0,8600000.0,400000.0,2015.0,Apr,29.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
857,H2ODelirious,13400000,4356686216.0,Gaming,H2ODelirious,3727,United States,US,Games,1683.0,166.0,62.0,16785000.0,4200.0,67100.0,50400.0,805700.0,,2007.0,May,24.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
862,theRadBrad,13300000,6050102764.0,Gaming,theRadBrad,8195,United States,US,Games,1038.0,167.0,63.0,15694000.0,3900.0,62800.0,47100.0,753300.0,,2006.0,Nov,27.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
873,BanderitaX,13300000,4129249415.0,Gaming,BanderitaX,1640,Saudi Arabia,SA,Games,1818.0,7.0,63.0,70712000.0,17700.0,282800.0,212100.0,3400000.0,200000.0,2013.0,Aug,20.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162
877,Brawl Stars,13200000,2036408398.0,Gaming,Brawl Stars,172,Finland,FI,Games,4846.0,1.0,64.0,20369000.0,5100.0,81500.0,61100.0,977700.0,,2017.0,Apr,28.0,88.2,5520314.0,6.59,4716888.0,61.92411,25.748151
878,Ei Nerd,13200000,3568392223.0,Entertainment,Einerd,0,,,Games,4057944.0,,7399.0,,0.0,0.0,0.0,0.0,,2007.0,Nov,19.0,,,,,,
889,WiederDude,13100000,2733682792.0,,WiederDude,289,United States,US,Games,3275.0,169.0,65.0,56894000.0,14200.0,227600.0,170700.0,2700000.0,100000.0,2016.0,Jun,12.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
897,RaptorGamer,13100000,2879263916.0,People & Blogs,RaptorGamer,1444,Ecuador,EC,Games,3044.0,2.0,65.0,62909000.0,15700.0,251600.0,188700.0,3000000.0,300000.0,2016.0,Jul,16.0,44.9,17373662.0,3.97,11116711.0,-1.831239,-78.183406
906,GH'S,13000000,8739174649.0,Gaming,GH'S,510,South Korea,KR,Games,553.0,15.0,65.0,1081000000.0,270300.0,4300000.0,3200000.0,51900000.0,1000000.0,2020.0,Jul,7.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
931,FACT FIRE KING,12700000,1159290255.0,,FACT FIRE KING,782,India,IN,Games,9683.0,120.0,66.0,51291000.0,12800.0,205200.0,153900.0,2500000.0,500000.0,2020.0,Jul,29.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
941,Piuzinho,12700000,1081285962.0,Gaming,Piuzinho,504,Brazil,BR,Games,10642.0,53.0,67.0,3619000.0,905.0,14500.0,10900.0,173700.0,,2015.0,May,13.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
954,Yair17,12500000,1402042328.0,Gaming,Yair17,1109,Mexico,MX,Games,7741.0,33.0,68.0,8869000.0,2200.0,35500.0,26600.0,425700.0,,2014.0,Jan,22.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
978,Timba Vk,12400000,2840137980.0,Gaming,Timba Vk,1024,Spain,ES,Games,3116.0,19.0,68.0,24022000.0,6000.0,96100.0,72100.0,1200000.0,100000.0,2012.0,Jun,16.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
980,DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,12400000,6933660906.0,Gaming,DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,12419,Spain,ES,Games,847.0,19.0,68.0,82648000.0,20700.0,330600.0,247900.0,4000000.0,100000.0,2012.0,Oct,29.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
989,Caylus,12400000,4779139505.0,Education,Caylus,1340,United States,US,Games,1442.0,175.0,68.0,177600000.0,44400.0,710400.0,532800.0,8500000.0,400000.0,2016.0,Apr,6.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
992,Free Fire India Official,12300000,1674409945.0,People & Blogs,Free Fire India Official,1500,India,IN,Games,6141.0,125.0,69.0,64735000.0,16200.0,258900.0,194200.0,3100000.0,300000.0,2018.0,Sep,14.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
993,Panda,12300000,2214684303.0,,HybridPanda,2452,United Kingdom,GB,Games,129005.0,867.0,1202.0,67035.0,17.0,268.0,201.0,3200.0,1000.0,2006.0,Sep,11.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
994,RobTopGames,12300000,374123483.0,Gaming,RobTopGames,39,Sweden,SE,Games,35112.0,4.0,69.0,3871000.0,968.0,15500.0,11600.0,185800.0,100000.0,2012.0,May,9.0,67.0,10285453.0,6.48,9021165.0,60.128161,18.643501
